experiment,model,time_ms,a_audio,b_visual,R2
Exp1,attenuation,181.64,0.88067,-0.02037,0.20145
Exp1,attenuation,183.59,0.85269,-0.00252,0.21414
Exp1,attenuation,185.55,0.83042,0.02659,0.23189
Exp1,attenuation,187.50,0.81661,0.06633,0.25543
Exp1,attenuation,189.45,0.81268,0.11423,0.28592
Exp1,attenuation,191.41,0.81860,0.16534,0.32373
Exp1,attenuation,193.36,0.83227,0.21326,0.36747
Exp1,attenuation,195.31,0.84917,0.25237,0.41407
Exp1,attenuation,197.27,0.86399,0.27961,0.46018
Exp1,attenuation,199.22,0.87313,0.29459,0.50335
Exp1,attenuation,201.17,0.87587,0.29832,0.54212
Exp1,attenuation,203.12,0.87382,0.29155,0.57554
Exp1,attenuation,205.08,0.86953,0.27378,0.60247
Exp1,attenuation,207.03,0.86571,0.24379,0.62204
Exp1,attenuation,208.98,0.86505,0.20130,0.63410
Exp1,attenuation,210.94,0.86989,0.14885,0.63962
Exp1,attenuation,212.89,0.88157,0.09209,0.64043
Exp1,attenuation,214.84,0.89968,0.03775,0.63857
Exp1,attenuation,216.80,0.92215,-0.00922,0.63557
Exp1,attenuation,218.75,0.94612,-0.04675,0.63237
Exp1,attenuation,220.70,0.96937,-0.07576,0.62960
Exp1,attenuation,222.66,0.99100,-0.09868,0.62768
Exp1,attenuation,224.61,1.01110,-0.11768,0.62695
Exp1,attenuation,226.56,1.03028,-0.13385,0.62772
Exp1,attenuation,228.52,1.04940,-0.14769,0.63015
Exp1,attenuation,230.47,1.06911,-0.15942,0.63398
Exp1,attenuation,232.42,1.08966,-0.16852,0.63848
Exp1,attenuation,234.38,1.11093,-0.17349,0.64267
Exp1,attenuation,236.33,1.13251,-0.17281,0.64513
Exp1,attenuation,238.28,1.15338,-0.16571,0.64407
Exp1,attenuation,240.23,1.17191,-0.15209,0.63762
Exp1,attenuation,242.19,1.18637,-0.13242,0.62459
Exp1,attenuation,244.14,1.19539,-0.10751,0.60462
Exp1,attenuation,246.09,1.19829,-0.07861,0.57806
Exp1,attenuation,248.05,1.19533,-0.04793,0.54552
Exp1,attenuation,250.00,1.18758,-0.01865,0.50740
Exp1,attenuation,251.95,1.17679,0.00619,0.46402
Exp1,attenuation,253.91,1.16553,0.02491,0.41682
Exp1,attenuation,255.86,1.15661,0.03745,0.36866
Exp1,attenuation,257.81,1.15183,0.04544,0.32332
Exp1,attenuation,259.77,1.15130,0.05159,0.28450
Exp1,attenuation,261.72,1.15366,0.05871,0.25453
Exp1,attenuation,263.67,1.15654,0.06890,0.23349
Exp1,attenuation,265.62,1.15748,0.08322,0.21977
Exp1,attenuation,267.58,1.15517,0.10118,0.21123
Exp1,attenuation,269.53,1.14990,0.12120,0.20570
Exp1,attenuation,271.48,1.14270,0.14151,0.20100
Exp1,attenuation,273.44,1.13428,0.16079,0.19446
Exp1,attenuation,275.39,1.12452,0.17789,0.18243
Exp1,attenuation,277.34,1.11175,0.19136,0.16057
Exp1,attenuation,279.30,1.09326,0.19922,0.12494
Exp1,attenuation,281.25,1.06611,0.19915,0.07312
Exp1,attenuation,283.20,1.02700,0.18896,0.00510
Exp1,attenuation,285.16,0.97209,0.16727,-0.07504
Exp1,attenuation,287.11,0.89851,0.13438,-0.15812
Exp1,attenuation,289.06,0.80753,0.09322,-0.23188
Exp1,attenuation,291.02,0.70609,0.04902,-0.28640
Exp1,attenuation,292.97,0.60470,0.00773,-0.31797
Exp1,attenuation,294.92,0.51286,-0.02606,-0.32871
Exp1,attenuation,296.88,0.43546,-0.04987,-0.32355
Exp1,attenuation,298.83,0.37221,-0.06294,-0.30801
Exp1,attenuation,300.78,0.31977,-0.06540,-0.28657
Exp1,attenuation,302.73,0.27440,-0.05787,-0.26213
Exp1,attenuation,304.69,0.23303,-0.04163,-0.23597
Exp1,attenuation,306.64,0.19379,-0.01903,-0.20811
Exp1,attenuation,308.59,0.15701,0.00700,-0.17768
Exp1,attenuation,310.55,0.12485,0.03435,-0.14388
Exp1,attenuation,312.50,0.09943,0.06265,-0.10673
Exp1,attenuation,314.45,0.08193,0.09275,-0.06710
Exp1,attenuation,316.41,0.07299,0.12555,-0.02621
Exp1,attenuation,318.36,0.07332,0.16070,0.01448
Exp1,attenuation,320.31,0.08388,0.19648,0.05337
Exp1,attenuation,322.27,0.10589,0.23083,0.08930
Exp1,attenuation,324.22,0.14037,0.26208,0.12199
Exp1,attenuation,326.17,0.18667,0.28867,0.15166
Exp1,attenuation,328.12,0.24096,0.30996,0.17866
Exp1,attenuation,330.08,0.29669,0.32700,0.20313
Exp1,attenuation,332.03,0.34669,0.34222,0.22466
Exp1,attenuation,333.98,0.38590,0.35787,0.24254
Exp1,attenuation,335.94,0.41303,0.37458,0.25658
Exp1,attenuation,337.89,0.43057,0.39071,0.26743
Exp1,attenuation,339.84,0.44323,0.40325,0.27601
Exp1,attenuation,341.80,0.45557,0.40952,0.28273
Exp1,attenuation,343.75,0.46967,0.40813,0.28674
Exp1,attenuation,345.70,0.48453,0.39928,0.28558
Exp1,attenuation,347.66,0.49794,0.38401,0.27610
Exp1,attenuation,349.61,0.50842,0.36359,0.25559
Exp1,attenuation,351.56,0.51558,0.34026,0.22271
Exp1,attenuation,353.52,0.51968,0.31826,0.17802
Exp1,attenuation,355.47,0.52194,0.30240,0.12376
Exp1,attenuation,357.42,0.52493,0.29531,0.06344
Exp1,attenuation,359.38,0.53203,0.29635,0.00164
Exp1,attenuation,361.33,0.54639,0.30266,-0.05667
Exp1,attenuation,363.28,0.56978,0.31076,-0.10651
Exp1,attenuation,365.23,0.60188,0.31772,-0.14268
Exp1,attenuation,367.19,0.64013,0.32128,-0.16018
Exp1,attenuation,369.14,0.68037,0.31961,-0.15747
Exp1,attenuation,371.09,0.71822,0.31150,-0.13962
Exp1,attenuation,373.05,0.75009,0.29699,-0.11722
Exp1,attenuation,375.00,0.77370,0.27750,-0.10114
Exp1,attenuation,376.95,0.78801,0.25536,-0.09795
Exp1,attenuation,378.91,0.79337,0.23320,-0.10822
Exp1,attenuation,380.86,0.79090,0.21276,-0.12884
Exp1,attenuation,382.81,0.78156,0.19391,-0.15678
Exp1,attenuation,384.77,0.76558,0.17468,-0.19101
Exp1,attenuation,386.72,0.74256,0.15293,-0.23192
Exp1,attenuation,388.67,0.71222,0.12868,-0.27983
Exp1,attenuation,390.62,0.67479,0.10477,-0.33442
Exp1,attenuation,392.58,0.63127,0.08493,-0.39481
Exp1,attenuation,394.53,0.58375,0.07163,-0.45872
Exp1,attenuation,396.48,0.53546,0.06517,-0.52175
Exp1,attenuation,398.44,0.49031,0.06354,-0.57804
Exp1,attenuation,400.39,0.45167,0.06396,-0.62290
Exp1,attenuation,402.34,0.42122,0.06482,-0.65540
Exp1,attenuation,404.30,0.39858,0.06639,-0.67773
Exp1,attenuation,406.25,0.38159,0.07036,-0.69194
Exp1,attenuation,408.20,0.36722,0.07896,-0.69869
Exp1,attenuation,410.16,0.35298,0.09364,-0.69693
Exp1,attenuation,412.11,0.33837,0.11367,-0.68266
Exp1,attenuation,414.06,0.32511,0.13574,-0.65172
Exp1,attenuation,416.02,0.31586,0.15516,-0.60507
Exp1,attenuation,417.97,0.31277,0.16744,-0.55009
Exp1,attenuation,419.92,0.31643,0.17002,-0.49552
Exp1,attenuation,421.88,0.32514,0.16345,-0.44651
Exp1,attenuation,423.83,0.33559,0.15033,-0.40434
Exp1,attenuation,425.78,0.34407,0.13337,-0.36822
Exp1,attenuation,427.73,0.34805,0.11349,-0.33665
Exp1,attenuation,429.69,0.34786,0.08873,-0.30815
Exp1,attenuation,431.64,0.34753,0.05441,-0.28118
Exp1,attenuation,433.59,0.35228,0.00722,-0.25372
Exp1,attenuation,435.55,0.36450,-0.05028,-0.22323
Exp1,attenuation,437.50,0.38087,-0.10886,-0.18835
Exp1,attenuation,439.45,0.39397,-0.15735,-0.15016
Exp1,attenuation,441.41,0.39822,-0.18897,-0.11148
Exp1,attenuation,443.36,0.39434,-0.20368,-0.07441
Exp1,attenuation,445.31,0.38894,-0.20600,-0.03861
Exp1,attenuation,447.27,0.39124,-0.20219,-0.00159
Exp1,attenuation,449.22,0.40959,-0.19797,0.03959
Exp1,attenuation,451.17,0.44796,-0.19681,0.08631
Exp1,attenuation,453.12,0.50347,-0.19916,0.13763
Exp1,attenuation,455.08,0.56672,-0.20212,0.19053
Exp1,attenuation,457.03,0.62737,-0.20160,0.24129
Exp1,attenuation,458.98,0.68017,-0.19586,0.28758
Exp1,attenuation,460.94,0.72500,-0.18653,0.32904
Exp1,attenuation,462.89,0.76226,-0.17665,0.36578
Exp1,attenuation,464.84,0.79045,-0.16839,0.39720
Exp1,attenuation,466.80,0.80657,-0.16218,0.42231
Exp1,attenuation,468.75,0.80824,-0.15697,0.44031
Exp1,attenuation,470.70,0.79526,-0.15084,0.45036
Exp1,attenuation,472.66,0.77009,-0.14188,0.45164
Exp1,attenuation,474.61,0.73754,-0.12948,0.44433
Exp1,attenuation,476.56,0.70319,-0.11491,0.43019
Exp1,attenuation,478.52,0.67155,-0.10053,0.41219
Exp1,attenuation,480.47,0.64521,-0.08803,0.39303
Exp1,attenuation,482.42,0.62519,-0.07738,0.37409
Exp1,attenuation,484.38,0.61045,-0.06686,0.35521
Exp1,attenuation,486.33,0.59817,-0.05367,0.33625
Exp1,attenuation,488.28,0.58515,-0.03512,0.31837
Exp1,attenuation,490.23,0.56907,-0.00980,0.30304
Exp1,attenuation,492.19,0.54932,0.02208,0.29134
Exp1,attenuation,494.14,0.52727,0.05928,0.28430
Exp1,attenuation,496.09,0.50549,0.10015,0.28345
Exp1,attenuation,498.05,0.48628,0.14270,0.28960
