experiment,model,time_ms,a_audio,b_visual,R2
Exp2,replay,-9.77,-0.60837,0.24880,0.09908
Exp2,replay,-7.81,-0.66367,0.30016,0.10639
Exp2,replay,-5.86,-0.67902,0.32856,0.10246
Exp2,replay,-3.91,-0.67314,0.33980,0.09173
Exp2,replay,-1.95,-0.66713,0.34495,0.07990
Exp2,replay,0.00,-0.67502,0.35298,0.07125
Exp2,replay,1.95,-0.69901,0.36693,0.06718
Exp2,replay,3.91,-0.72980,0.38215,0.06516
Exp2,replay,5.86,-0.75134,0.38770,0.05867
Exp2,replay,7.81,-0.74733,0.36899,0.03974
Exp2,replay,9.77,-0.70746,0.31048,0.00362
Exp2,replay,11.72,-0.63537,0.20121,-0.04589
Exp2,replay,13.67,-0.54992,0.04286,-0.09558
Exp2,replay,15.62,-0.47412,-0.14806,-0.13034
Exp2,replay,17.58,-0.42150,-0.34386,-0.14302
Exp2,replay,19.53,-0.39166,-0.51018,-0.13822
Exp2,replay,21.48,-0.37432,-0.61526,-0.12875
Exp2,replay,23.44,-0.35723,-0.64339,-0.12784
Exp2,replay,25.39,-0.33245,-0.60054,-0.14378
Exp2,replay,27.34,-0.29811,-0.50605,-0.17992
Exp2,replay,29.30,-0.25585,-0.38145,-0.23644
Exp2,replay,31.25,-0.20747,-0.24784,-0.30891
Exp2,replay,33.20,-0.15345,-0.12689,-0.38776
Exp2,replay,35.16,-0.09337,-0.03587,-0.46094
Exp2,replay,37.11,-0.02696,0.01661,-0.51624
Exp2,replay,39.06,0.04464,0.03206,-0.54154
Exp2,replay,41.02,0.11681,0.02300,-0.52831
Exp2,replay,42.97,0.18246,0.00815,-0.48017
Exp2,replay,44.92,0.23752,0.00184,-0.41404
Exp2,replay,46.88,0.28450,0.00804,-0.34529
Exp2,replay,48.83,0.32996,0.02296,-0.27914
Exp2,replay,50.78,0.37830,0.03846,-0.21537
Exp2,replay,52.73,0.42703,0.04603,-0.15536
Exp2,replay,54.69,0.46764,0.04131,-0.10363
Exp2,replay,56.64,0.48822,0.02748,-0.06639
Exp2,replay,58.59,0.47557,0.01375,-0.04977
Exp2,replay,60.55,0.41965,0.01011,-0.05673
Exp2,replay,62.50,0.32011,0.02079,-0.08116
Exp2,replay,64.45,0.18676,0.03938,-0.10626
Exp2,replay,66.41,0.03627,0.05128,-0.11183
Exp2,replay,68.36,-0.11079,0.04103,-0.08501
Exp2,replay,70.31,-0.23358,0.00189,-0.02691
Exp2,replay,72.27,-0.31586,-0.05936,0.04684
Exp2,replay,74.22,-0.35084,-0.12585,0.11215
Exp2,replay,76.17,-0.34336,-0.17979,0.14946
Exp2,replay,78.12,-0.30717,-0.21095,0.15471
Exp2,replay,80.08,-0.25782,-0.21888,0.13663
Exp2,replay,82.03,-0.20666,-0.20895,0.10717
Exp2,replay,83.98,-0.15941,-0.18674,0.07535
Exp2,replay,85.94,-0.11769,-0.15549,0.04631
Exp2,replay,87.89,-0.08062,-0.11671,0.02257
Exp2,replay,89.84,-0.04461,-0.07160,0.00560
Exp2,replay,91.80,-0.00428,-0.02206,-0.00227
Exp2,replay,93.75,0.04300,0.02818,0.00271
Exp2,replay,95.70,0.09193,0.07501,0.02328
Exp2,replay,97.66,0.13468,0.11825,0.05771
Exp2,replay,99.61,0.16866,0.16225,0.10017
Exp2,replay,101.56,0.19568,0.21203,0.14402
Exp2,replay,103.52,0.21861,0.27050,0.18450
Exp2,replay,105.47,0.23950,0.33786,0.21951
Exp2,replay,107.42,0.25915,0.41314,0.24958
Exp2,replay,109.38,0.27755,0.49489,0.27666
Exp2,replay,111.33,0.29467,0.58030,0.30288
Exp2,replay,113.28,0.31115,0.66456,0.32968
Exp2,replay,115.23,0.32787,0.74167,0.35750
Exp2,replay,117.19,0.34519,0.80621,0.38571
Exp2,replay,119.14,0.36185,0.85522,0.41269
Exp2,replay,121.09,0.37538,0.88924,0.43615
Exp2,replay,123.05,0.38470,0.91151,0.45396
Exp2,replay,125.00,0.39251,0.92518,0.46521
Exp2,replay,126.95,0.40580,0.92911,0.47062
Exp2,replay,128.91,0.43283,0.91729,0.47246
Exp2,replay,130.86,0.47894,0.88337,0.47513
Exp2,replay,132.81,0.54402,0.82718,0.48510
Exp2,replay,134.77,0.62289,0.75779,0.50768
Exp2,replay,136.72,0.70685,0.69219,0.54208
Exp2,replay,138.67,0.78618,0.64960,0.58093
Exp2,replay,140.62,0.85369,0.64253,0.61532
Exp2,replay,142.58,0.90727,0.67004,0.63961
Exp2,replay,144.53,0.94981,0.71849,0.65239
Exp2,replay,146.48,0.98598,0.76966,0.65480
Exp2,replay,148.44,1.01907,0.81013,0.64901
Exp2,replay,150.39,1.04985,0.83571,0.63774
Exp2,replay,152.34,1.07755,0.84991,0.62362
Exp2,replay,154.30,1.10119,0.85889,0.60845
Exp2,replay,156.25,1.12059,0.86612,0.59240
Exp2,replay,158.20,1.13653,0.86963,0.57406
Exp2,replay,160.16,1.15029,0.86246,0.55166
Exp2,replay,162.11,1.16298,0.83572,0.52448
Exp2,replay,164.06,1.17485,0.78310,0.49338
Exp2,replay,166.02,1.18495,0.70431,0.46076
Exp2,replay,167.97,1.19151,0.60558,0.42948
Exp2,replay,169.92,1.19274,0.49671,0.40154
Exp2,replay,171.88,1.18760,0.38682,0.37737
Exp2,replay,173.83,1.17544,0.28121,0.35554
Exp2,replay,175.78,1.15487,0.18080,0.33353
Exp2,replay,177.73,1.12288,0.08371,0.30973
Exp2,replay,179.69,1.07565,-0.01167,0.28588
Exp2,replay,181.64,1.01144,-0.10220,0.26804
Exp2,replay,183.59,0.93404,-0.17758,0.26398
Exp2,replay,185.55,0.85291,-0.22383,0.27847
Exp2,replay,187.50,0.77870,-0.23103,0.31014
Exp2,replay,189.45,0.71802,-0.19776,0.35306
Exp2,replay,191.41,0.67226,-0.12938,0.40074
Exp2,replay,193.36,0.64013,-0.03483,0.44896
Exp2,replay,195.31,0.61977,0.07573,0.49564
Exp2,replay,197.27,0.60923,0.19312,0.53992
Exp2,replay,199.22,0.60644,0.31079,0.58165
Exp2,replay,201.17,0.60957,0.42482,0.62116
Exp2,replay,203.12,0.61760,0.53255,0.65892
Exp2,replay,205.08,0.62998,0.63187,0.69519
Exp2,replay,207.03,0.64615,0.72151,0.73018
Exp2,replay,208.98,0.66545,0.80075,0.76404
Exp2,replay,210.94,0.68741,0.86856,0.79623
Exp2,replay,212.89,0.71167,0.92352,0.82527
Exp2,replay,214.84,0.73768,0.96466,0.84940
Exp2,replay,216.80,0.76461,0.99211,0.86745
Exp2,replay,218.75,0.79160,1.00699,0.87903
Exp2,replay,220.70,0.81815,1.01095,0.88439
Exp2,replay,222.66,0.84406,1.00600,0.88421
Exp2,replay,224.61,0.86929,0.99442,0.87952
Exp2,replay,226.56,0.89377,0.97844,0.87148
Exp2,replay,228.52,0.91736,0.96011,0.86124
Exp2,replay,230.47,0.93995,0.94122,0.84989
Exp2,replay,232.42,0.96161,0.92291,0.83826
Exp2,replay,234.38,0.98257,0.90553,0.82685
Exp2,replay,236.33,1.00307,0.88910,0.81583
Exp2,replay,238.28,1.02308,0.87389,0.80514
Exp2,replay,240.23,1.04219,0.86065,0.79453
Exp2,replay,242.19,1.05970,0.85053,0.78371
Exp2,replay,244.14,1.07498,0.84476,0.77260
Exp2,replay,246.09,1.08751,0.84463,0.76138
Exp2,replay,248.05,1.09706,0.85124,0.75046
Exp2,replay,250.00,1.10404,0.86443,0.74009
Exp2,replay,251.95,1.10987,0.88157,0.73017
Exp2,replay,253.91,1.11657,0.89800,0.72035
Exp2,replay,255.86,1.12577,0.90944,0.70998
Exp2,replay,257.81,1.13811,0.91380,0.69828
Exp2,replay,259.77,1.15318,0.91122,0.68457
Exp2,replay,261.72,1.16980,0.90349,0.66845
Exp2,replay,263.67,1.18631,0.89355,0.64992
Exp2,replay,265.62,1.20119,0.88478,0.62925
Exp2,replay,267.58,1.21365,0.87973,0.60713
Exp2,replay,269.53,1.22420,0.87902,0.58447
Exp2,replay,271.48,1.23420,0.88158,0.56199
Exp2,replay,273.44,1.24470,0.88653,0.53955
Exp2,replay,275.39,1.25537,0.89453,0.51597
Exp2,replay,277.34,1.26459,0.90706,0.48939
Exp2,replay,279.30,1.27027,0.92505,0.45804
Exp2,replay,281.25,1.27084,0.94799,0.42098
Exp2,replay,283.20,1.26543,0.97418,0.37853
Exp2,replay,285.16,1.25377,1.00104,0.33195
Exp2,replay,287.11,1.23626,1.02548,0.28282
Exp2,replay,289.06,1.21383,1.04501,0.23275
Exp2,replay,291.02,1.18737,1.05795,0.18294
Exp2,replay,292.97,1.15690,1.06287,0.13422
Exp2,replay,294.92,1.12161,1.05845,0.08834
Exp2,replay,296.88,1.08070,1.04413,0.04895
Exp2,replay,298.83,1.03355,1.02052,0.01977
Exp2,replay,300.78,0.97997,0.98940,0.00308
Exp2,replay,302.73,0.92072,0.95364,-0.00040
Exp2,replay,304.69,0.85809,0.91676,0.00909
Exp2,replay,306.64,0.79530,0.88186,0.03027
Exp2,replay,308.59,0.73577,0.85124,0.06113
Exp2,replay,310.55,0.68266,0.82617,0.09931
Exp2,replay,312.50,0.63855,0.80686,0.14237
Exp2,replay,314.45,0.60512,0.79263,0.18798
Exp2,replay,316.41,0.58279,0.78182,0.23393
Exp2,replay,318.36,0.57039,0.77178,0.27822
Exp2,replay,320.31,0.56543,0.75956,0.31903
Exp2,replay,322.27,0.56516,0.74320,0.35502
Exp2,replay,324.22,0.56730,0.72220,0.38532
Exp2,replay,326.17,0.57038,0.69722,0.40962
Exp2,replay,328.12,0.57398,0.66972,0.42833
Exp2,replay,330.08,0.57871,0.64161,0.44267
Exp2,replay,332.03,0.58566,0.61492,0.45419
Exp2,replay,333.98,0.59550,0.59165,0.46431
Exp2,replay,335.94,0.60806,0.57369,0.47401
Exp2,replay,337.89,0.62236,0.56280,0.48383
Exp2,replay,339.84,0.63697,0.55981,0.49382
Exp2,replay,341.80,0.65041,0.56405,0.50361
Exp2,replay,343.75,0.66148,0.57345,0.51275
Exp2,replay,345.70,0.66942,0.58558,0.52116
Exp2,replay,347.66,0.67379,0.59852,0.52908
Exp2,replay,349.61,0.67432,0.61144,0.53682
Exp2,replay,351.56,0.67070,0.62447,0.54453
Exp2,replay,353.52,0.66240,0.63838,0.55232
Exp2,replay,355.47,0.64905,0.65430,0.56040
Exp2,replay,357.42,0.63094,0.67317,0.56891
Exp2,replay,359.38,0.60950,0.69494,0.57764
Exp2,replay,361.33,0.58694,0.71869,0.58599
Exp2,replay,363.28,0.56566,0.74323,0.59335
Exp2,replay,365.23,0.54799,0.76733,0.59888
Exp2,replay,367.19,0.53576,0.78972,0.60135
Exp2,replay,369.14,0.53013,0.80921,0.59931
Exp2,replay,371.09,0.53173,0.82494,0.59155
Exp2,replay,373.05,0.54058,0.83671,0.57733
Exp2,replay,375.00,0.55571,0.84489,0.55646
Exp2,replay,376.95,0.57534,0.85015,0.52945
Exp2,replay,378.91,0.59743,0.85307,0.49737
Exp2,replay,380.86,0.61951,0.85415,0.46117
Exp2,replay,382.81,0.63868,0.85382,0.42115
Exp2,replay,384.77,0.65222,0.85237,0.37702
Exp2,replay,386.72,0.65827,0.84969,0.32845
Exp2,replay,388.67,0.65651,0.84526,0.27535
Exp2,replay,390.62,0.64857,0.83887,0.21854
Exp2,replay,392.58,0.63725,0.83122,0.15971
Exp2,replay,394.53,0.62562,0.82362,0.10092
Exp2,replay,396.48,0.61579,0.81781,0.04421
Exp2,replay,398.44,0.60855,0.81556,-0.00824
Exp2,replay,400.39,0.60324,0.81827,-0.05460
Exp2,replay,402.34,0.59800,0.82601,-0.09445
Exp2,replay,404.30,0.59067,0.83752,-0.12889
Exp2,replay,406.25,0.58014,0.85090,-0.15930
Exp2,replay,408.20,0.56681,0.86445,-0.18625
Exp2,replay,410.16,0.55179,0.87709,-0.20953
Exp2,replay,412.11,0.53648,0.88826,-0.22888
Exp2,replay,414.06,0.52177,0.89790,-0.24496
Exp2,replay,416.02,0.50793,0.90654,-0.25882
Exp2,replay,417.97,0.49439,0.91469,-0.27085
Exp2,replay,419.92,0.48016,0.92216,-0.27969
Exp2,replay,421.88,0.46436,0.92789,-0.28219
Exp2,replay,423.83,0.44650,0.93038,-0.27486
Exp2,replay,425.78,0.42650,0.92835,-0.25534
Exp2,replay,427.73,0.40450,0.92102,-0.22356
Exp2,replay,429.69,0.38105,0.90827,-0.18181
Exp2,replay,431.64,0.35699,0.89046,-0.13431
Exp2,replay,433.59,0.33352,0.86837,-0.08552
Exp2,replay,435.55,0.31210,0.84347,-0.03843
Exp2,replay,437.50,0.29424,0.81752,0.00606
Exp2,replay,439.45,0.28122,0.79165,0.04803
Exp2,replay,441.41,0.27362,0.76618,0.08775
Exp2,replay,443.36,0.27079,0.74108,0.12536
Exp2,replay,445.31,0.27130,0.71644,0.16117
Exp2,replay,447.27,0.27367,0.69256,0.19535
Exp2,replay,449.22,0.27713,0.66973,0.22750
Exp2,replay,451.17,0.28173,0.64782,0.25656
Exp2,replay,453.12,0.28816,0.62624,0.28143
Exp2,replay,455.08,0.29718,0.60483,0.30181
Exp2,replay,457.03,0.30933,0.58420,0.31840
Exp2,replay,458.98,0.32461,0.56534,0.33257
Exp2,replay,460.94,0.34233,0.54912,0.34578
Exp2,replay,462.89,0.36076,0.53636,0.35903
Exp2,replay,464.84,0.37744,0.52793,0.37274
Exp2,replay,466.80,0.39025,0.52429,0.38683
Exp2,replay,468.75,0.39807,0.52508,0.40095
Exp2,replay,470.70,0.40126,0.52908,0.41469
Exp2,replay,472.66,0.40125,0.53443,0.42763
Exp2,replay,474.61,0.40008,0.53871,0.43921
Exp2,replay,476.56,0.39967,0.53958,0.44896
Exp2,replay,478.52,0.40122,0.53578,0.45667
Exp2,replay,480.47,0.40485,0.52740,0.46265
Exp2,replay,482.42,0.40968,0.51547,0.46763
Exp2,replay,484.38,0.41415,0.50129,0.47235
Exp2,replay,486.33,0.41689,0.48644,0.47754
Exp2,replay,488.28,0.41796,0.47287,0.48450
Exp2,replay,490.23,0.41920,0.46205,0.49488
Exp2,replay,492.19,0.42338,0.45405,0.50924
Exp2,replay,494.14,0.43281,0.44757,0.52617
Exp2,replay,496.09,0.44839,0.44101,0.54306
Exp2,replay,498.05,0.46952,0.43340,0.55815
