experiment,model,time_ms,a_audio,b_visual,R2
Exp2,replay,-99.61,0.22479,-0.33170,0.04488
Exp2,replay,-97.66,0.12592,-0.26600,0.02538
Exp2,replay,-95.70,0.00316,-0.17850,0.01176
Exp2,replay,-93.75,-0.13771,-0.07653,0.01175
Exp2,replay,-91.80,-0.28413,0.02792,0.03351
Exp2,replay,-89.84,-0.41990,0.12013,0.08141
Exp2,replay,-87.89,-0.52769,0.18659,0.15198
Exp2,replay,-85.94,-0.59510,0.22167,0.23293
Exp2,replay,-83.98,-0.62266,0.23159,0.30794
Exp2,replay,-82.03,-0.62265,0.22917,0.36270
Exp2,replay,-80.08,-0.60742,0.22519,0.38723
Exp2,replay,-78.12,-0.58379,0.22300,0.37844
Exp2,replay,-76.17,-0.55314,0.22020,0.34225
Exp2,replay,-74.22,-0.51279,0.21388,0.28960
Exp2,replay,-72.27,-0.46060,0.20250,0.23080
Exp2,replay,-70.31,-0.39967,0.18601,0.17380
Exp2,replay,-68.36,-0.33821,0.16573,0.12361
Exp2,replay,-66.41,-0.28532,0.14338,0.08181
Exp2,replay,-64.45,-0.24550,0.11811,0.04686
Exp2,replay,-62.50,-0.21470,0.08378,0.01643
Exp2,replay,-60.55,-0.18410,0.02457,-0.00842
Exp2,replay,-58.59,-0.15122,-0.08605,-0.01950
Exp2,replay,-56.64,-0.13130,-0.26472,-0.00428
Exp2,replay,-54.69,-0.14959,-0.46884,0.03784
Exp2,replay,-52.73,-0.22029,-0.59995,0.08385
Exp2,replay,-50.78,-0.33980,-0.60861,0.11241
Exp2,replay,-48.83,-0.49455,-0.52172,0.12634
Exp2,replay,-46.88,-0.66719,-0.37829,0.13872
Exp2,replay,-44.92,-0.83008,-0.20280,0.15701
Exp2,replay,-42.97,-0.93954,-0.01184,0.17910
Exp2,replay,-41.02,-0.96323,0.18328,0.19990
Exp2,replay,-39.06,-0.90986,0.37282,0.22000
Exp2,replay,-37.11,-0.81324,0.54021,0.24270
Exp2,replay,-35.16,-0.70366,0.65784,0.26301
Exp2,replay,-33.20,-0.59973,0.69644,0.26577
Exp2,replay,-31.25,-0.51112,0.64577,0.23963
Exp2,replay,-29.30,-0.44253,0.53004,0.19288
Exp2,replay,-27.34,-0.39435,0.39539,0.14625
Exp2,replay,-25.39,-0.36260,0.27766,0.11274
Exp2,replay,-23.44,-0.34115,0.18958,0.09204
Exp2,replay,-21.48,-0.32580,0.12967,0.07846
Exp2,replay,-19.53,-0.31636,0.09327,0.06808
Exp2,replay,-17.58,-0.31910,0.07831,0.06089
Exp2,replay,-15.62,-0.34776,0.08697,0.05946
Exp2,replay,-13.67,-0.41594,0.12296,0.06696
Exp2,replay,-11.72,-0.51491,0.18269,0.08273
