experiment,model,time_ms,a_audio,b_visual,R2
Exp2,self,-9.77,0.29945,0.41168,0.55827
Exp2,self,-7.81,0.30842,0.45610,0.57970
Exp2,self,-5.86,0.30985,0.50279,0.60093
Exp2,self,-3.91,0.30907,0.54722,0.62405
Exp2,self,-1.95,0.31076,0.58575,0.64975
Exp2,self,0.00,0.31724,0.61608,0.67679
Exp2,self,1.95,0.32773,0.63733,0.70214
Exp2,self,3.91,0.33982,0.64962,0.72228
Exp2,self,5.86,0.35195,0.65311,0.73448
Exp2,self,7.81,0.36387,0.64845,0.73746
Exp2,self,9.77,0.37543,0.63708,0.73107
Exp2,self,11.72,0.38556,0.62121,0.71599
Exp2,self,13.67,0.39255,0.60306,0.69315
Exp2,self,15.62,0.39607,0.58352,0.66323
Exp2,self,17.58,0.39895,0.56148,0.62667
Exp2,self,19.53,0.40544,0.53535,0.58463
Exp2,self,21.48,0.41847,0.50437,0.53921
Exp2,self,23.44,0.43851,0.46951,0.49353
Exp2,self,25.39,0.46285,0.43369,0.45120
Exp2,self,27.34,0.48596,0.40037,0.41486
Exp2,self,29.30,0.50193,0.37164,0.38517
Exp2,self,31.25,0.50835,0.34810,0.36209
Exp2,self,33.20,0.50761,0.33055,0.34681
Exp2,self,35.16,0.50355,0.32066,0.34109
Exp2,self,37.11,0.49795,0.31929,0.34514
Exp2,self,39.06,0.49074,0.32509,0.35742
Exp2,self,41.02,0.48199,0.33515,0.37593
Exp2,self,42.97,0.47238,0.34642,0.39838
Exp2,self,44.92,0.46214,0.35665,0.42193
Exp2,self,46.88,0.45052,0.36483,0.44432
Exp2,self,48.83,0.43685,0.36996,0.46405
Exp2,self,50.78,0.42174,0.36984,0.47966
Exp2,self,52.73,0.40640,0.36172,0.48952
Exp2,self,54.69,0.39151,0.34619,0.49288
Exp2,self,56.64,0.37729,0.32807,0.49037
Exp2,self,58.59,0.36467,0.31082,0.48249
Exp2,self,60.55,0.35610,0.29208,0.46905
Exp2,self,62.50,0.35478,0.26609,0.44933
Exp2,self,64.45,0.36323,0.22927,0.42488
Exp2,self,66.41,0.38247,0.18352,0.40220
Exp2,self,68.36,0.41208,0.13571,0.39022
Exp2,self,70.31,0.45045,0.09492,0.39478
Exp2,self,72.27,0.49486,0.06835,0.41639
Exp2,self,74.22,0.54174,0.05805,0.45235
Exp2,self,76.17,0.58743,0.06198,0.49870
Exp2,self,78.12,0.62968,0.07642,0.55031
Exp2,self,80.08,0.66875,0.09669,0.60125
Exp2,self,82.03,0.70676,0.11768,0.64618
Exp2,self,83.98,0.74536,0.13563,0.68109
Exp2,self,85.94,0.78356,0.14948,0.70301
Exp2,self,87.89,0.81636,0.16115,0.70960
Exp2,self,89.84,0.83516,0.17391,0.69927
Exp2,self,91.80,0.82988,0.19029,0.67199
Exp2,self,93.75,0.79480,0.21079,0.63118
Exp2,self,95.70,0.73496,0.23398,0.58450
Exp2,self,97.66,0.66661,0.25739,0.54049
Exp2,self,99.61,0.60869,0.27831,0.50185
Exp2,self,101.56,0.57349,0.29483,0.46381
Exp2,self,103.52,0.56363,0.30717,0.42092
Exp2,self,105.47,0.57456,0.31777,0.37405
Exp2,self,107.42,0.59813,0.33030,0.32838
Exp2,self,109.38,0.62471,0.34852,0.28765
Exp2,self,111.33,0.64482,0.37541,0.25277
Exp2,self,113.28,0.65112,0.41226,0.22398
Exp2,self,115.23,0.64027,0.45831,0.20308
Exp2,self,117.19,0.61487,0.51053,0.19360
Exp2,self,119.14,0.58286,0.56362,0.19836
Exp2,self,121.09,0.55402,0.61184,0.21749
Exp2,self,123.05,0.53495,0.65181,0.24827
Exp2,self,125.00,0.52764,0.68322,0.28610
Exp2,self,126.95,0.53113,0.70733,0.32556
Exp2,self,128.91,0.54354,0.72576,0.36162
Exp2,self,130.86,0.56322,0.73991,0.39008
Exp2,self,132.81,0.58906,0.75084,0.40755
Exp2,self,134.77,0.62022,0.75955,0.41182
Exp2,self,136.72,0.65565,0.76767,0.40195
Exp2,self,138.67,0.69379,0.77709,0.37759
Exp2,self,140.62,0.73281,0.78891,0.33863
Exp2,self,142.58,0.77132,0.80213,0.28533
Exp2,self,144.53,0.80868,0.81292,0.21834
Exp2,self,146.48,0.84461,0.81539,0.13878
Exp2,self,148.44,0.87863,0.80433,0.05024
Exp2,self,150.39,0.90974,0.77698,-0.03957
Exp2,self,152.34,0.93656,0.73306,-0.11893
Exp2,self,154.30,0.95757,0.67490,-0.17396
Exp2,self,156.25,0.97156,0.60739,-0.19285
Exp2,self,158.20,0.97783,0.53655,-0.17238
Exp2,self,160.16,0.97596,0.46721,-0.12043
Exp2,self,162.11,0.96580,0.40183,-0.05080
Exp2,self,164.06,0.94780,0.34042,0.02455
Exp2,self,166.02,0.92325,0.28202,0.09940
Exp2,self,167.97,0.89396,0.22704,0.17193
Exp2,self,169.92,0.86143,0.17838,0.24141
Exp2,self,171.88,0.82632,0.14048,0.30620
Exp2,self,173.83,0.78838,0.11771,0.36372
Exp2,self,175.78,0.74688,0.11246,0.41200
Exp2,self,177.73,0.70169,0.12374,0.45097
Exp2,self,179.69,0.65476,0.14739,0.48241
Exp2,self,181.64,0.61036,0.17797,0.50844
Exp2,self,183.59,0.57378,0.21034,0.52985
Exp2,self,185.55,0.54923,0.24048,0.54584
Exp2,self,187.50,0.53838,0.26647,0.55494
Exp2,self,189.45,0.54028,0.28905,0.55616
Exp2,self,191.41,0.55226,0.31072,0.54961
Exp2,self,193.36,0.57141,0.33376,0.53681
Exp2,self,195.31,0.59565,0.35888,0.52053
Exp2,self,197.27,0.62357,0.38548,0.50414
Exp2,self,199.22,0.65407,0.41233,0.49071
Exp2,self,201.17,0.68621,0.43786,0.48230
Exp2,self,203.12,0.71934,0.46062,0.47980
Exp2,self,205.08,0.75315,0.47962,0.48321
Exp2,self,207.03,0.78744,0.49444,0.49186
Exp2,self,208.98,0.82182,0.50537,0.50455
Exp2,self,210.94,0.85569,0.51335,0.51987
Exp2,self,212.89,0.88836,0.51948,0.53641
Exp2,self,214.84,0.91924,0.52465,0.55273
Exp2,self,216.80,0.94760,0.52979,0.56708
Exp2,self,218.75,0.97277,0.53557,0.57717
Exp2,self,220.70,0.99448,0.54216,0.58096
Exp2,self,222.66,1.01294,0.54914,0.57786
Exp2,self,224.61,1.02856,0.55610,0.56910
Exp2,self,226.56,1.04176,0.56266,0.55696
Exp2,self,228.52,1.05319,0.56802,0.54381
Exp2,self,230.47,1.06383,0.57031,0.53101
Exp2,self,232.42,1.07507,0.56650,0.51861
Exp2,self,234.38,1.08828,0.55373,0.50652
Exp2,self,236.33,1.10417,0.53138,0.49558
Exp2,self,238.28,1.12239,0.50189,0.48699
Exp2,self,240.23,1.14190,0.46940,0.48146
Exp2,self,242.19,1.16173,0.43755,0.47910
Exp2,self,244.14,1.18144,0.40830,0.47951
Exp2,self,246.09,1.20104,0.38233,0.48188
Exp2,self,248.05,1.22062,0.36013,0.48462
Exp2,self,250.00,1.24009,0.34255,0.48496
Exp2,self,251.95,1.25908,0.33037,0.47935
Exp2,self,253.91,1.27698,0.32385,0.46470
Exp2,self,255.86,1.29298,0.32293,0.43928
Exp2,self,257.81,1.30624,0.32759,0.40307
Exp2,self,259.77,1.31631,0.33733,0.35755
Exp2,self,261.72,1.32302,0.35079,0.30465
Exp2,self,263.67,1.32615,0.36591,0.24585
Exp2,self,265.62,1.32524,0.38078,0.18244
Exp2,self,267.58,1.31980,0.39474,0.11666
Exp2,self,269.53,1.30941,0.40833,0.05183
Exp2,self,271.48,1.29413,0.42189,-0.00833
Exp2,self,273.44,1.27497,0.43446,-0.06101
Exp2,self,275.39,1.25374,0.44420,-0.10575
Exp2,self,277.34,1.23210,0.44931,-0.14512
Exp2,self,279.30,1.21071,0.44851,-0.18323
Exp2,self,281.25,1.18910,0.44126,-0.22371
Exp2,self,283.20,1.16616,0.42755,-0.26930
Exp2,self,285.16,1.14079,0.40756,-0.32158
Exp2,self,287.11,1.11239,0.38179,-0.37964
Exp2,self,289.06,1.08087,0.35228,-0.43781
Exp2,self,291.02,1.04660,0.32256,-0.48564
Exp2,self,292.97,1.01014,0.29651,-0.51287
Exp2,self,294.92,0.97206,0.27703,-0.51408
Exp2,self,296.88,0.93334,0.26514,-0.48960
Exp2,self,298.83,0.89582,0.26011,-0.44291
Exp2,self,300.78,0.86143,0.26047,-0.37927
Exp2,self,302.73,0.83137,0.26499,-0.30475
Exp2,self,304.69,0.80570,0.27268,-0.22504
Exp2,self,306.64,0.78349,0.28236,-0.14451
Exp2,self,308.59,0.76328,0.29282,-0.06573
Exp2,self,310.55,0.74376,0.30308,0.00986
Exp2,self,312.50,0.72402,0.31238,0.08071
Exp2,self,314.45,0.70374,0.32015,0.14448
Exp2,self,316.41,0.68317,0.32620,0.19896
Exp2,self,318.36,0.66300,0.33058,0.24279
Exp2,self,320.31,0.64389,0.33330,0.27531
Exp2,self,322.27,0.62620,0.33470,0.29687
Exp2,self,324.22,0.60967,0.33555,0.30886
Exp2,self,326.17,0.59352,0.33625,0.31322
Exp2,self,328.12,0.57706,0.33646,0.31176
Exp2,self,330.08,0.56040,0.33543,0.30624
Exp2,self,332.03,0.54421,0.33252,0.29817
Exp2,self,333.98,0.52865,0.32694,0.28828
Exp2,self,335.94,0.51310,0.31787,0.27664
Exp2,self,337.89,0.49724,0.30484,0.26377
Exp2,self,339.84,0.48163,0.28829,0.25136
Exp2,self,341.80,0.46715,0.27026,0.24190
Exp2,self,343.75,0.45475,0.25404,0.23789
Exp2,self,345.70,0.44581,0.24217,0.24080
Exp2,self,347.66,0.44196,0.23520,0.25065
Exp2,self,349.61,0.44449,0.23200,0.26635
Exp2,self,351.56,0.45362,0.23104,0.28618
Exp2,self,353.52,0.46863,0.23116,0.30821
Exp2,self,355.47,0.48798,0.23207,0.33050
Exp2,self,357.42,0.50912,0.23457,0.35129
Exp2,self,359.38,0.52919,0.23973,0.36936
Exp2,self,361.33,0.54608,0.24818,0.38411
Exp2,self,363.28,0.55862,0.26005,0.39542
Exp2,self,365.23,0.56595,0.27515,0.40336
Exp2,self,367.19,0.56730,0.29273,0.40813
Exp2,self,369.14,0.56201,0.31162,0.40999
Exp2,self,371.09,0.54974,0.33031,0.40936
Exp2,self,373.05,0.53081,0.34700,0.40670
Exp2,self,375.00,0.50606,0.36015,0.40244
Exp2,self,376.95,0.47708,0.36903,0.39717
Exp2,self,378.91,0.44632,0.37360,0.39157
Exp2,self,380.86,0.41743,0.37419,0.38649
Exp2,self,382.81,0.39489,0.37145,0.38291
Exp2,self,384.77,0.38248,0.36610,0.38139
Exp2,self,386.72,0.38157,0.35852,0.38163
Exp2,self,388.67,0.39056,0.34901,0.38270
Exp2,self,390.62,0.40578,0.33819,0.38391
Exp2,self,392.58,0.42292,0.32708,0.38531
Exp2,self,394.53,0.43870,0.31667,0.38755
Exp2,self,396.48,0.45139,0.30751,0.39118
Exp2,self,398.44,0.46066,0.29911,0.39568
Exp2,self,400.39,0.46722,0.29036,0.39964
Exp2,self,402.34,0.47182,0.28106,0.40172
Exp2,self,404.30,0.47455,0.27257,0.40148
Exp2,self,406.25,0.47528,0.26669,0.39966
Exp2,self,408.20,0.47428,0.26481,0.39850
Exp2,self,410.16,0.47200,0.26769,0.40128
Exp2,self,412.11,0.46852,0.27548,0.41027
Exp2,self,414.06,0.46382,0.28780,0.42624
Exp2,self,416.02,0.45838,0.30391,0.44906
Exp2,self,417.97,0.45309,0.32279,0.47740
Exp2,self,419.92,0.44859,0.34305,0.50795
Exp2,self,421.88,0.44480,0.36340,0.53696
Exp2,self,423.83,0.44119,0.38302,0.56177
Exp2,self,425.78,0.43715,0.40145,0.58102
Exp2,self,427.73,0.43220,0.41857,0.59438
Exp2,self,429.69,0.42605,0.43454,0.60277
Exp2,self,431.64,0.41852,0.44946,0.60772
Exp2,self,433.59,0.40936,0.46307,0.61062
Exp2,self,435.55,0.39838,0.47506,0.61258
Exp2,self,437.50,0.38570,0.48552,0.61479
Exp2,self,439.45,0.37181,0.49475,0.61828
Exp2,self,441.41,0.35736,0.50272,0.62304
Exp2,self,443.36,0.34272,0.50923,0.62806
Exp2,self,445.31,0.32825,0.51407,0.63222
Exp2,self,447.27,0.31444,0.51716,0.63491
Exp2,self,449.22,0.30188,0.51848,0.63587
Exp2,self,451.17,0.29128,0.51767,0.63451
Exp2,self,453.12,0.28325,0.51379,0.62975
Exp2,self,455.08,0.27795,0.50598,0.62075
Exp2,self,457.03,0.27520,0.49442,0.60782
Exp2,self,458.98,0.27468,0.48049,0.59264
Exp2,self,460.94,0.27619,0.46626,0.57790
Exp2,self,462.89,0.27953,0.45375,0.56637
Exp2,self,464.84,0.28411,0.44400,0.55955
Exp2,self,466.80,0.28921,0.43680,0.55736
Exp2,self,468.75,0.29428,0.43148,0.55885
Exp2,self,470.70,0.29922,0.42769,0.56295
Exp2,self,472.66,0.30425,0.42535,0.56814
Exp2,self,474.61,0.30951,0.42482,0.57264
Exp2,self,476.56,0.31472,0.42702,0.57541
Exp2,self,478.52,0.31930,0.43282,0.57650
Exp2,self,480.47,0.32266,0.44243,0.57625
Exp2,self,482.42,0.32374,0.45540,0.57417
Exp2,self,484.38,0.32056,0.47099,0.56839
Exp2,self,486.33,0.31057,0.48801,0.55681
Exp2,self,488.28,0.29212,0.50531,0.53896
Exp2,self,490.23,0.26599,0.52222,0.51713
Exp2,self,492.19,0.23635,0.53872,0.49586
Exp2,self,494.14,0.20983,0.55523,0.48016
Exp2,self,496.09,0.19271,0.57210,0.47344
Exp2,self,498.05,0.18822,0.58914,0.47644
