experiment,model,time_ms,a_audio,b_visual,R2
Exp2,self,390.62,0.39571,0.81194,0.58519
Exp2,self,392.58,0.36619,0.81885,0.59749
Exp2,self,394.53,0.34154,0.82370,0.60753
Exp2,self,396.48,0.32040,0.82514,0.61481
Exp2,self,398.44,0.30058,0.82222,0.61882
Exp2,self,400.39,0.28137,0.81481,0.61942
Exp2,self,402.34,0.26387,0.80396,0.61717
Exp2,self,404.30,0.24977,0.79146,0.61298
Exp2,self,406.25,0.24083,0.77881,0.60744
Exp2,self,408.20,0.23891,0.76675,0.60091
Exp2,self,410.16,0.24572,0.75538,0.59398
Exp2,self,412.11,0.26278,0.74463,0.58820
Exp2,self,414.06,0.29193,0.73455,0.58563
Exp2,self,416.02,0.33451,0.72503,0.58743
Exp2,self,417.97,0.38937,0.71601,0.59347
Exp2,self,419.92,0.45115,0.70799,0.60272
Exp2,self,421.88,0.51073,0.70201,0.61374
Exp2,self,423.83,0.55847,0.69867,0.62494
Exp2,self,425.78,0.58790,0.69756,0.63506
Exp2,self,427.73,0.59801,0.69777,0.64330
Exp2,self,429.69,0.59217,0.69872,0.64904
Exp2,self,431.64,0.57391,0.70032,0.65117
Exp2,self,433.59,0.54452,0.70260,0.64809
Exp2,self,435.55,0.50556,0.70543,0.63900
Exp2,self,437.50,0.46178,0.70864,0.62552
Exp2,self,439.45,0.42102,0.71227,0.61170
Exp2,self,441.41,0.39150,0.71628,0.60227
Exp2,self,443.36,0.37870,0.72014,0.60014
Exp2,self,445.31,0.38302,0.72303,0.60510
Exp2,self,447.27,0.39967,0.72435,0.61413
Exp2,self,449.22,0.42118,0.72421,0.62308
Exp2,self,451.17,0.44101,0.72321,0.62882
Exp2,self,453.12,0.45431,0.72224,0.63050
Exp2,self,455.08,0.45772,0.72216,0.62907
Exp2,self,457.03,0.45056,0.72325,0.62632
Exp2,self,458.98,0.43604,0.72508,0.62422
Exp2,self,460.94,0.41968,0.72700,0.62430
Exp2,self,462.89,0.40666,0.72830,0.62737
Exp2,self,464.84,0.39926,0.72832,0.63367
Exp2,self,466.80,0.39553,0.72697,0.64272
Exp2,self,468.75,0.39115,0.72488,0.65287
Exp2,self,470.70,0.38359,0.72292,0.66208
Exp2,self,472.66,0.37426,0.72173,0.66917
Exp2,self,474.61,0.36650,0.72201,0.67485
Exp2,self,476.56,0.36165,0.72505,0.68173
Exp2,self,478.52,0.35786,0.73228,0.69248
Exp2,self,480.47,0.35315,0.74402,0.70772
Exp2,self,482.42,0.34852,0.75825,0.72545
Exp2,self,484.38,0.34685,0.77096,0.74264
Exp2,self,486.33,0.34872,0.77821,0.75682
Exp2,self,488.28,0.35007,0.77879,0.76586
Exp2,self,490.23,0.34560,0.77432,0.76742
Exp2,self,492.19,0.33435,0.76677,0.76030
Exp2,self,494.14,0.31969,0.75701,0.74613
Exp2,self,496.09,0.30296,0.74585,0.72873
Exp2,self,498.05,0.28183,0.73461,0.71056
