experiment,model,time_ms,a_audio,b_visual,R2
Exp2,attenuation,-99.61,0.49985,0.34971,0.21287
Exp2,attenuation,-97.66,0.45173,0.39442,0.20688
Exp2,attenuation,-95.70,0.41562,0.43977,0.20976
Exp2,attenuation,-93.75,0.39109,0.47438,0.21746
Exp2,attenuation,-91.80,0.36650,0.47500,0.21562
Exp2,attenuation,-89.84,0.33687,0.44117,0.20081
Exp2,attenuation,-87.89,0.30604,0.40462,0.18716
Exp2,attenuation,-85.94,0.29023,0.38742,0.19025
Exp2,attenuation,-83.98,0.31030,0.37671,0.21235
Exp2,attenuation,-82.03,0.36974,0.34272,0.24252
Exp2,attenuation,-80.08,0.44081,0.28257,0.26796
Exp2,attenuation,-78.12,0.48861,0.22404,0.28253
Exp2,attenuation,-76.17,0.50776,0.18282,0.28948
Exp2,attenuation,-74.22,0.51056,0.15972,0.29765
Exp2,attenuation,-72.27,0.50540,0.15479,0.30834
Exp2,attenuation,-70.31,0.49550,0.16892,0.31265
Exp2,attenuation,-68.36,0.48454,0.20064,0.30537
Exp2,attenuation,-66.41,0.47521,0.24127,0.29221
Exp2,attenuation,-64.45,0.46632,0.27389,0.27837
Exp2,attenuation,-62.50,0.45746,0.28179,0.26296
Exp2,attenuation,-60.55,0.45431,0.26201,0.24730
Exp2,attenuation,-58.59,0.46641,0.22733,0.23844
Exp2,attenuation,-56.64,0.50079,0.19209,0.24273
Exp2,attenuation,-54.69,0.55660,0.16286,0.26061
Exp2,attenuation,-52.73,0.62185,0.14289,0.28582
Exp2,attenuation,-50.78,0.67327,0.13821,0.30664
Exp2,attenuation,-48.83,0.68563,0.15344,0.31083
Exp2,attenuation,-46.88,0.64935,0.18180,0.29313
Exp2,attenuation,-44.92,0.57593,0.20795,0.25769
Exp2,attenuation,-42.97,0.48577,0.22240,0.21444
Exp2,attenuation,-41.02,0.39702,0.22779,0.17526
Exp2,attenuation,-39.06,0.32139,0.23365,0.15026
Exp2,attenuation,-37.11,0.26415,0.24779,0.14554
Exp2,attenuation,-35.16,0.22678,0.27178,0.16394
Exp2,attenuation,-33.20,0.21144,0.30049,0.20542
Exp2,attenuation,-31.25,0.22201,0.32397,0.26485
Exp2,attenuation,-29.30,0.25869,0.33340,0.33261
Exp2,attenuation,-27.34,0.31264,0.32881,0.39948
Exp2,attenuation,-25.39,0.37068,0.31807,0.45815
Exp2,attenuation,-23.44,0.42383,0.30855,0.50157
Exp2,attenuation,-21.48,0.46829,0.30298,0.52353
Exp2,attenuation,-19.53,0.50239,0.29974,0.52061
Exp2,attenuation,-17.58,0.52500,0.29488,0.49442
Exp2,attenuation,-15.62,0.53527,0.28493,0.45227
Exp2,attenuation,-13.67,0.53418,0.26819,0.40438
Exp2,attenuation,-11.72,0.52540,0.24531,0.35942
Exp2,attenuation,-9.77,0.51360,0.21875,0.32136
Exp2,attenuation,-7.81,0.50155,0.19216,0.28948
Exp2,attenuation,-5.86,0.48832,0.16960,0.26073
Exp2,attenuation,-3.91,0.46932,0.15420,0.23236
Exp2,attenuation,-1.95,0.43900,0.14744,0.20371
Exp2,attenuation,0.00,0.39566,0.14913,0.17620
Exp2,attenuation,1.95,0.34445,0.15671,0.15222
Exp2,attenuation,3.91,0.29532,0.16565,0.13363
Exp2,attenuation,5.86,0.25792,0.17020,0.12036
Exp2,attenuation,7.81,0.23841,0.16419,0.11065
Exp2,attenuation,9.77,0.23899,0.14462,0.10326
Exp2,attenuation,11.72,0.25910,0.11479,0.09983
Exp2,attenuation,13.67,0.29751,0.08155,0.10398
Exp2,attenuation,15.62,0.35196,0.05014,0.11758
Exp2,attenuation,17.58,0.41576,0.02346,0.13905
Exp2,attenuation,19.53,0.47842,0.00448,0.16479
Exp2,attenuation,21.48,0.53214,-0.00438,0.19184
Exp2,attenuation,23.44,0.57462,-0.00345,0.21944
Exp2,attenuation,25.39,0.60467,0.00488,0.24660
Exp2,attenuation,27.34,0.61956,0.01867,0.26922
Exp2,attenuation,29.30,0.61681,0.03739,0.28143
Exp2,attenuation,31.25,0.59669,0.06133,0.28120
Exp2,attenuation,33.20,0.56272,0.09064,0.27364
Exp2,attenuation,35.16,0.51966,0.12396,0.26620
Exp2,attenuation,37.11,0.47042,0.15798,0.26087
Exp2,attenuation,39.06,0.41523,0.18931,0.25333
Exp2,attenuation,41.02,0.35429,0.21641,0.23882
Exp2,attenuation,42.97,0.28987,0.24017,0.21719
Exp2,attenuation,44.92,0.22607,0.26242,0.19289
Exp2,attenuation,46.88,0.16773,0.28359,0.17091
Exp2,attenuation,48.83,0.11923,0.30217,0.15353
Exp2,attenuation,50.78,0.08342,0.31685,0.14112
Exp2,attenuation,52.73,0.06134,0.32838,0.13422
Exp2,attenuation,54.69,0.05235,0.33680,0.13307
Exp2,attenuation,56.64,0.05422,0.33727,0.13554
Exp2,attenuation,58.59,0.06294,0.32541,0.13816
Exp2,attenuation,60.55,0.07314,0.30541,0.13910
Exp2,attenuation,62.50,0.08170,0.28576,0.13866
Exp2,attenuation,64.45,0.08996,0.27191,0.13831
Exp2,attenuation,66.41,0.10144,0.26576,0.14000
Exp2,attenuation,68.36,0.11829,0.26787,0.14566
Exp2,attenuation,70.31,0.14008,0.27884,0.15712
Exp2,attenuation,72.27,0.16573,0.29881,0.17611
Exp2,attenuation,74.22,0.19433,0.32643,0.20387
Exp2,attenuation,76.17,0.22348,0.35742,0.23930
Exp2,attenuation,78.12,0.24918,0.38574,0.27766
Exp2,attenuation,80.08,0.26801,0.40834,0.31259
Exp2,attenuation,82.03,0.27858,0.42731,0.33932
Exp2,attenuation,83.98,0.28156,0.44586,0.35633
Exp2,attenuation,85.94,0.28019,0.46315,0.36466
Exp2,attenuation,87.89,0.28009,0.47434,0.36663
Exp2,attenuation,89.84,0.28669,0.47553,0.36478
Exp2,attenuation,91.80,0.30229,0.46719,0.36124
Exp2,attenuation,93.75,0.32654,0.45278,0.35784
Exp2,attenuation,95.70,0.35852,0.43540,0.35594
Exp2,attenuation,97.66,0.39669,0.41601,0.35564
Exp2,attenuation,99.61,0.43736,0.39371,0.35515
Exp2,attenuation,101.56,0.47507,0.36644,0.35164
Exp2,attenuation,103.52,0.50492,0.33214,0.34323
Exp2,attenuation,105.47,0.52480,0.29011,0.33049
Exp2,attenuation,107.42,0.53635,0.24174,0.31677
Exp2,attenuation,109.38,0.54371,0.19068,0.30686
Exp2,attenuation,111.33,0.55073,0.14285,0.30335
Exp2,attenuation,113.28,0.55789,0.10564,0.30376
Exp2,attenuation,115.23,0.56157,0.08567,0.30241
Exp2,attenuation,117.19,0.55624,0.08533,0.29524
Exp2,attenuation,119.14,0.53777,0.10119,0.28196
Exp2,attenuation,121.09,0.50575,0.12582,0.26471
Exp2,attenuation,123.05,0.46413,0.15153,0.24644
Exp2,attenuation,125.00,0.41997,0.17343,0.23080
Exp2,attenuation,126.95,0.38068,0.19120,0.22200
Exp2,attenuation,128.91,0.35149,0.20840,0.22384
Exp2,attenuation,130.86,0.33441,0.22837,0.23727
Exp2,attenuation,132.81,0.32802,0.25136,0.25852
Exp2,attenuation,134.77,0.32876,0.27561,0.28033
Exp2,attenuation,136.72,0.33229,0.30012,0.29521
Exp2,attenuation,138.67,0.33502,0.32527,0.29849
Exp2,attenuation,140.62,0.33486,0.35162,0.28880
Exp2,attenuation,142.58,0.33051,0.37870,0.26666
Exp2,attenuation,144.53,0.32085,0.40471,0.23314
Exp2,attenuation,146.48,0.30579,0.42714,0.19031
Exp2,attenuation,148.44,0.28686,0.44377,0.14234
Exp2,attenuation,150.39,0.26664,0.45313,0.09511
Exp2,attenuation,152.34,0.24855,0.45407,0.05367
Exp2,attenuation,154.30,0.23633,0.44591,0.01965
Exp2,attenuation,156.25,0.23247,0.42934,-0.00921
Exp2,attenuation,158.20,0.23661,0.40687,-0.03675
Exp2,attenuation,160.16,0.24567,0.38223,-0.06524
Exp2,attenuation,162.11,0.25496,0.35916,-0.09462
Exp2,attenuation,164.06,0.25978,0.33990,-0.12496
Exp2,attenuation,166.02,0.25686,0.32470,-0.15794
Exp2,attenuation,167.97,0.24578,0.31247,-0.19408
Exp2,attenuation,169.92,0.22997,0.30190,-0.22954
Exp2,attenuation,171.88,0.21629,0.29223,-0.25725
Exp2,attenuation,173.83,0.21248,0.28363,-0.27128
Exp2,attenuation,175.78,0.22309,0.27701,-0.26950
Exp2,attenuation,177.73,0.24775,0.27327,-0.25284
Exp2,attenuation,179.69,0.28270,0.27295,-0.22337
Exp2,attenuation,181.64,0.32386,0.27619,-0.18272
Exp2,attenuation,183.59,0.36847,0.28259,-0.13210
Exp2,attenuation,185.55,0.41581,0.29081,-0.07298
Exp2,attenuation,187.50,0.46572,0.29871,-0.00735
Exp2,attenuation,189.45,0.51610,0.30411,0.06083
Exp2,attenuation,191.41,0.56249,0.30560,0.12435
Exp2,attenuation,193.36,0.60012,0.30296,0.17545
Exp2,attenuation,195.31,0.62548,0.29688,0.21003
Exp2,attenuation,197.27,0.63708,0.28839,0.22902
Exp2,attenuation,199.22,0.63591,0.27865,0.23674
Exp2,attenuation,201.17,0.62494,0.26892,0.23848
Exp2,attenuation,203.12,0.60732,0.26050,0.23882
