experiment,model,time_ms,a_audio,b_visual,R2
Exp2,attenuation,205.08,0.58540,0.25389,0.24041
Exp2,attenuation,207.03,0.56079,0.24811,0.24319
Exp2,attenuation,208.98,0.53445,0.24093,0.24425
Exp2,attenuation,210.94,0.50710,0.23000,0.23939
Exp2,attenuation,212.89,0.47964,0.21423,0.22619
Exp2,attenuation,214.84,0.45301,0.19469,0.20662
Exp2,attenuation,216.80,0.42774,0.17444,0.18588
Exp2,attenuation,218.75,0.40372,0.15705,0.16850
Exp2,attenuation,220.70,0.38098,0.14516,0.15657
Exp2,attenuation,222.66,0.36015,0.13962,0.15050
Exp2,attenuation,224.61,0.34198,0.13943,0.14983
Exp2,attenuation,226.56,0.32679,0.14264,0.15377
Exp2,attenuation,228.52,0.31503,0.14750,0.16183
Exp2,attenuation,230.47,0.30718,0.15284,0.17377
Exp2,attenuation,232.42,0.30280,0.15810,0.18884
Exp2,attenuation,234.38,0.30030,0.16310,0.20540
Exp2,attenuation,236.33,0.29760,0.16778,0.22141
Exp2,attenuation,238.28,0.29312,0.17184,0.23535
Exp2,attenuation,240.23,0.28642,0.17480,0.24654
Exp2,attenuation,242.19,0.27755,0.17651,0.25468
Exp2,attenuation,244.14,0.26657,0.17747,0.25956
Exp2,attenuation,246.09,0.25397,0.17895,0.26155
Exp2,attenuation,248.05,0.24078,0.18261,0.26187
Exp2,attenuation,250.00,0.22788,0.18987,0.26207
Exp2,attenuation,251.95,0.21565,0.20120,0.26347
Exp2,attenuation,253.91,0.20407,0.21607,0.26695
Exp2,attenuation,255.86,0.19319,0.23334,0.27277
Exp2,attenuation,257.81,0.18370,0.25179,0.28061
Exp2,attenuation,259.77,0.17683,0.27040,0.28974
Exp2,attenuation,261.72,0.17330,0.28827,0.29916
Exp2,attenuation,263.67,0.17270,0.30424,0.30738
Exp2,attenuation,265.62,0.17391,0.31699,0.31258
Exp2,attenuation,267.58,0.17605,0.32531,0.31325
Exp2,attenuation,269.53,0.17882,0.32862,0.30882
Exp2,attenuation,271.48,0.18227,0.32728,0.29971
Exp2,attenuation,273.44,0.18690,0.32254,0.28724
Exp2,attenuation,275.39,0.19359,0.31610,0.27341
Exp2,attenuation,277.34,0.20283,0.30930,0.25996
Exp2,attenuation,279.30,0.21382,0.30283,0.24756
Exp2,attenuation,281.25,0.22437,0.29669,0.23534
Exp2,attenuation,283.20,0.23200,0.29039,0.22128
Exp2,attenuation,285.16,0.23515,0.28335,0.20332
Exp2,attenuation,287.11,0.23363,0.27582,0.18078
Exp2,attenuation,289.06,0.22798,0.26917,0.15445
Exp2,attenuation,291.02,0.21892,0.26496,0.12585
Exp2,attenuation,292.97,0.20733,0.26396,0.09683
Exp2,attenuation,294.92,0.19470,0.26602,0.06961
Exp2,attenuation,296.88,0.18300,0.27000,0.04613
Exp2,attenuation,298.83,0.17414,0.27432,0.02779
Exp2,attenuation,300.78,0.16919,0.27762,0.01551
Exp2,attenuation,302.73,0.16774,0.27920,0.00949
Exp2,attenuation,304.69,0.16805,0.27890,0.00826
Exp2,attenuation,306.64,0.16830,0.27686,0.00906
Exp2,attenuation,308.59,0.16760,0.27308,0.00933
Exp2,attenuation,310.55,0.16595,0.26755,0.00762
Exp2,attenuation,312.50,0.16430,0.26045,0.00349
Exp2,attenuation,314.45,0.16452,0.25197,-0.00300
Exp2,attenuation,316.41,0.16878,0.24134,-0.01207
Exp2,attenuation,318.36,0.17873,0.22748,-0.02413
Exp2,attenuation,320.31,0.19544,0.21091,-0.03882
Exp2,attenuation,322.27,0.21942,0.19375,-0.05493
Exp2,attenuation,324.22,0.25003,0.17793,-0.07151
Exp2,attenuation,326.17,0.28507,0.16464,-0.08858
Exp2,attenuation,328.12,0.32166,0.15556,-0.10617
Exp2,attenuation,330.08,0.35772,0.15330,-0.12268
Exp2,attenuation,332.03,0.39272,0.16002,-0.13445
Exp2,attenuation,333.98,0.42691,0.17574,-0.13783
Exp2,attenuation,335.94,0.45973,0.19750,-0.13261
Exp2,attenuation,337.89,0.48934,0.21997,-0.12306
Exp2,attenuation,339.84,0.51328,0.23777,-0.11564
Exp2,attenuation,341.80,0.52897,0.24780,-0.11561
Exp2,attenuation,343.75,0.53432,0.24970,-0.12493
Exp2,attenuation,345.70,0.52869,0.24512,-0.14235
Exp2,attenuation,347.66,0.51258,0.23677,-0.16479
Exp2,attenuation,349.61,0.48615,0.22817,-0.18858
Exp2,attenuation,351.56,0.44908,0.22321,-0.20927
Exp2,attenuation,353.52,0.40302,0.22485,-0.22095
Exp2,attenuation,355.47,0.35260,0.23358,-0.21821
Exp2,attenuation,357.42,0.30349,0.24734,-0.20091
Exp2,attenuation,359.38,0.26003,0.26291,-0.17519
Exp2,attenuation,361.33,0.22473,0.27763,-0.14984
Exp2,attenuation,363.28,0.19871,0.28971,-0.13262
Exp2,attenuation,365.23,0.18195,0.29792,-0.12879
Exp2,attenuation,367.19,0.17364,0.30161,-0.14031
Exp2,attenuation,369.14,0.17217,0.30169,-0.16513
Exp2,attenuation,371.09,0.17609,0.30097,-0.19641
Exp2,attenuation,373.05,0.18559,0.30257,-0.22333
Exp2,attenuation,375.00,0.20173,0.30805,-0.23487
Exp2,attenuation,376.95,0.22428,0.31649,-0.22581
Exp2,attenuation,378.91,0.25121,0.32524,-0.19876
Exp2,attenuation,380.86,0.28003,0.33133,-0.16102
Exp2,attenuation,382.81,0.30871,0.33200,-0.12113
Exp2,attenuation,384.77,0.33557,0.32477,-0.08692
Exp2,attenuation,386.72,0.35824,0.30816,-0.06415
Exp2,attenuation,388.67,0.37317,0.28303,-0.05521
Exp2,attenuation,390.62,0.37665,0.25328,-0.05835
Exp2,attenuation,392.58,0.36716,0.22447,-0.06803
Exp2,attenuation,394.53,0.34661,0.20144,-0.07744
Exp2,attenuation,396.48,0.31950,0.18602,-0.08214
Exp2,attenuation,398.44,0.29048,0.17675,-0.08211
Exp2,attenuation,400.39,0.26266,0.17048,-0.08014
Exp2,attenuation,402.34,0.23793,0.16423,-0.07901
Exp2,attenuation,404.30,0.21795,0.15624,-0.08014
Exp2,attenuation,406.25,0.20413,0.14631,-0.08372
Exp2,attenuation,408.20,0.19711,0.13578,-0.08904
Exp2,attenuation,410.16,0.19696,0.12674,-0.09466
Exp2,attenuation,412.11,0.20453,0.12085,-0.09826
Exp2,attenuation,414.06,0.22213,0.11841,-0.09618
Exp2,attenuation,416.02,0.25191,0.11833,-0.08389
Exp2,attenuation,417.97,0.29374,0.11928,-0.05765
Exp2,attenuation,419.92,0.34474,0.12086,-0.01655
Exp2,attenuation,421.88,0.40026,0.12358,0.03625
Exp2,attenuation,423.83,0.45491,0.12815,0.09389
Exp2,attenuation,425.78,0.50344,0.13509,0.14799
Exp2,attenuation,427.73,0.54188,0.14442,0.19189
Exp2,attenuation,429.69,0.56880,0.15517,0.22278
Exp2,attenuation,431.64,0.58525,0.16502,0.24081
Exp2,attenuation,433.59,0.59295,0.17076,0.24668
Exp2,attenuation,435.55,0.59299,0.17030,0.24083
Exp2,attenuation,437.50,0.58529,0.16534,0.22504
Exp2,attenuation,439.45,0.56923,0.16131,0.20380
Exp2,attenuation,441.41,0.54538,0.16377,0.18320
Exp2,attenuation,443.36,0.51667,0.17451,0.16784
Exp2,attenuation,445.31,0.48681,0.19121,0.15901
Exp2,attenuation,447.27,0.45833,0.20974,0.15522
Exp2,attenuation,449.22,0.43236,0.22647,0.15382
Exp2,attenuation,451.17,0.40967,0.23942,0.15182
Exp2,attenuation,453.12,0.39092,0.24814,0.14657
Exp2,attenuation,455.08,0.37552,0.25354,0.13629
Exp2,attenuation,457.03,0.36146,0.25749,0.12062
Exp2,attenuation,458.98,0.34706,0.26184,0.10053
Exp2,attenuation,460.94,0.33239,0.26770,0.07844
Exp2,attenuation,462.89,0.31899,0.27600,0.05877
Exp2,attenuation,464.84,0.30871,0.28747,0.04690
Exp2,attenuation,466.80,0.30236,0.30129,0.04568
Exp2,attenuation,468.75,0.29865,0.31433,0.05206
Exp2,attenuation,470.70,0.29512,0.32306,0.05845
Exp2,attenuation,472.66,0.29050,0.32620,0.05894
Exp2,attenuation,474.61,0.28539,0.32513,0.05338
Exp2,attenuation,476.56,0.28000,0.32223,0.04504
Exp2,attenuation,478.52,0.27196,0.31959,0.03641
Exp2,attenuation,480.47,0.25774,0.32039,0.02961
Exp2,attenuation,482.42,0.23671,0.32914,0.02875
Exp2,attenuation,484.38,0.21366,0.34811,0.03786
Exp2,attenuation,486.33,0.19638,0.37300,0.05482
Exp2,attenuation,488.28,0.18977,0.39231,0.06909
Exp2,attenuation,490.23,0.19251,0.39481,0.06790
Exp2,attenuation,492.19,0.19947,0.38095,0.04639
Exp2,attenuation,494.14,0.20694,0.36084,0.01042
Exp2,attenuation,496.09,0.21237,0.34168,-0.03194
Exp2,attenuation,498.05,0.21103,0.32373,-0.07902
